# --------------------------------------------------------------------
# USE OF NOAA GML DATA
# 
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# ensure that GML receives fair credit for their work.  If the data 
# are obtained for potential use in a publication or presentation, 
# GML should be informed at the outset of the nature of this work.  
# If the GML data are essential to the work, or if an important 
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# ensure that the quality and limitations of the data are accurately
# represented.
# 
# Contact:  Kirk Thoning (303 497 6078; kirk.w.thoning@noaa.gov)
# 
# File Creation: Tue Dec 20 05:00:39 2022
# 
# RECIPROCITY
# 
# Use of these data implies an agreement to reciprocate.
# Laboratories making similar measurements agree to make their
# own data available to the general public and to the scientific
# community in an equally complete and easily accessible form.
# Modelers are encouraged to make available to the community,
# upon request, their own tools used in the interpretation
# of the GML data, namely well documented model code, transport
# fields, modeled mole fractions, and additional information 
# necessary for other scientists to repeat the work and to run 
# modified versions. Model availability includes collaborative 
# support for new users of the models.
# --------------------------------------------------------------------
# 
# 
# See gml.noaa.gov/ccgg/trends/ for additional details.
# 
year,month,day,smoothed,trend
2013,12, 3,  396.98,  396.55
2013,12, 4,  397.02,  396.55
2013,12, 5,  397.06,  396.56
2013,12, 6,  397.09,  396.56
2013,12, 7,  397.13,  396.57
2013,12, 8,  397.16,  396.57
2013,12, 9,  397.19,  396.58
2013,12,10,  397.22,  396.58
2013,12,11,  397.25,  396.59
2013,12,12,  397.28,  396.59
2013,12,13,  397.31,  396.60
2013,12,14,  397.34,  396.60
2013,12,15,  397.37,  396.61
2013,12,16,  397.39,  396.61
2013,12,17,  397.42,  396.62
2013,12,18,  397.44,  396.63
2013,12,19,  397.46,  396.63
2013,12,20,  397.49,  396.64
2013,12,21,  397.51,  396.64
2013,12,22,  397.53,  396.65
2013,12,23,  397.55,  396.65
2013,12,24,  397.57,  396.66
2013,12,25,  397.59,  396.66
2013,12,26,  397.60,  396.67
2013,12,27,  397.62,  396.67
2013,12,28,  397.64,  396.68
2013,12,29,  397.65,  396.68
2013,12,30,  397.67,  396.69
2013,12,31,  397.68,  396.69
2014, 1, 1,  397.70,  396.70
2014, 1, 2,  397.71,  396.70
2014, 1, 3,  397.72,  396.71
2014, 1, 4,  397.74,  396.71
2014, 1, 5,  397.75,  396.72
2014, 1, 6,  397.76,  396.72
2014, 1, 7,  397.77,  396.73
2014, 1, 8,  397.78,  396.73
2014, 1, 9,  397.80,  396.74
2014, 1,10,  397.81,  396.75
2014, 1,11,  397.82,  396.75
2014, 1,12,  397.83,  396.76
2014, 1,13,  397.84,  396.76
2014, 1,14,  397.85,  396.77
2014, 1,15,  397.86,  396.77
2014, 1,16,  397.88,  396.78
2014, 1,17,  397.89,  396.78
2014, 1,18,  397.90,  396.79
2014, 1,19,  397.91,  396.79
2014, 1,20,  397.92,  396.80
2014, 1,21,  397.94,  396.80
2014, 1,22,  397.95,  396.81
2014, 1,23,  397.96,  396.81
2014, 1,24,  397.97,  396.82
2014, 1,25,  397.99,  396.82
2014, 1,26,  398.00,  396.83
2014, 1,27,  398.01,  396.83
2014, 1,28,  398.03,  396.84
2014, 1,29,  398.04,  396.84
2014, 1,30,  398.06,  396.85
2014, 1,31,  398.07,  396.85
2014, 2, 1,  398.09,  396.86
2014, 2, 2,  398.10,  396.86
2014, 2, 3,  398.12,  396.87
2014, 2, 4,  398.14,  396.87
2014, 2, 5,  398.15,  396.88
2014, 2, 6,  398.17,  396.88
2014, 2, 7,  398.19,  396.89
2014, 2, 8,  398.21,  396.89
2014, 2, 9,  398.22,  396.90
2014, 2,10,  398.24,  396.90
2014, 2,11,  398.26,  396.91
2014, 2,12,  398.28,  396.91
2014, 2,13,  398.30,  396.92
2014, 2,14,  398.32,  396.92
2014, 2,15,  398.33,  396.93
2014, 2,16,  398.35,  396.93
2014, 2,17,  398.37,  396.94
2014, 2,18,  398.39,  396.94
2014, 2,19,  398.41,  396.95
2014, 2,20,  398.43,  396.95
2014, 2,21,  398.45,  396.96
2014, 2,22,  398.46,  396.96
2014, 2,23,  398.48,  396.97
2014, 2,24,  398.50,  396.97
2014, 2,25,  398.52,  396.98
2014, 2,26,  398.54,  396.98
2014, 2,27,  398.55,  396.99
2014, 2,28,  398.57,  396.99
2014, 3, 1,  398.59,  397.00
2014, 3, 2,  398.60,  397.00
2014, 3, 3,  398.62,  397.01
2014, 3, 4,  398.63,  397.01
2014, 3, 5,  398.65,  397.02
2014, 3, 6,  398.66,  397.02
2014, 3, 7,  398.68,  397.03
2014, 3, 8,  398.69,  397.03
2014, 3, 9,  398.71,  397.04
2014, 3,10,  398.72,  397.04
2014, 3,11,  398.73,  397.05
2014, 3,12,  398.75,  397.05
2014, 3,13,  398.76,  397.06
2014, 3,14,  398.77,  397.06
2014, 3,15,  398.78,  397.07
2014, 3,16,  398.79,  397.07
2014, 3,17,  398.80,  397.08
2014, 3,18,  398.81,  397.08
2014, 3,19,  398.82,  397.09
2014, 3,20,  398.83,  397.09
2014, 3,21,  398.84,  397.09
2014, 3,22,  398.85,  397.10
2014, 3,23,  398.86,  397.10
2014, 3,24,  398.87,  397.11
2014, 3,25,  398.88,  397.11
2014, 3,26,  398.89,  397.12
2014, 3,27,  398.89,  397.12
2014, 3,28,  398.90,  397.13
2014, 3,29,  398.91,  397.13
2014, 3,30,  398.92,  397.14
2014, 3,31,  398.93,  397.14
2014, 4, 1,  398.93,  397.15
2014, 4, 2,  398.94,  397.15
2014, 4, 3,  398.95,  397.16
2014, 4, 4,  398.96,  397.16
2014, 4, 5,  398.97,  397.17
2014, 4, 6,  398.97,  397.17
2014, 4, 7,  398.98,  397.18
2014, 4, 8,  398.99,  397.18
2014, 4, 9,  399.00,  397.19
2014, 4,10,  399.01,  397.19
2014, 4,11,  399.02,  397.20
2014, 4,12,  399.02,  397.20
2014, 4,13,  399.03,  397.21
2014, 4,14,  399.04,  397.21
2014, 4,15,  399.05,  397.22
2014, 4,16,  399.06,  397.22
2014, 4,17,  399.07,  397.23
2014, 4,18,  399.08,  397.23
2014, 4,19,  399.09,  397.24
2014, 4,20,  399.10,  397.24
2014, 4,21,  399.11,  397.25
2014, 4,22,  399.12,  397.25
2014, 4,23,  399.13,  397.26
2014, 4,24,  399.14,  397.26
2014, 4,25,  399.15,  397.27
2014, 4,26,  399.16,  397.27
2014, 4,27,  399.17,  397.28
2014, 4,28,  399.18,  397.28
2014, 4,29,  399.19,  397.29
2014, 4,30,  399.21,  397.29
2014, 5, 1,  399.22,  397.30
2014, 5, 2,  399.22,  397.30
2014, 5, 3,  399.23,  397.30
2014, 5, 4,  399.24,  397.31
2014, 5, 5,  399.25,  397.31
2014, 5, 6,  399.26,  397.32
2014, 5, 7,  399.27,  397.32
2014, 5, 8,  399.28,  397.33
2014, 5, 9,  399.28,  397.33
2014, 5,10,  399.29,  397.34
2014, 5,11,  399.30,  397.34
2014, 5,12,  399.30,  397.35
2014, 5,13,  399.31,  397.35
2014, 5,14,  399.31,  397.36
2014, 5,15,  399.31,  397.36
2014, 5,16,  399.31,  397.37
2014, 5,17,  399.32,  397.37
2014, 5,18,  399.32,  397.38
2014, 5,19,  399.31,  397.38
2014, 5,20,  399.31,  397.39
2014, 5,21,  399.31,  397.39
2014, 5,22,  399.31,  397.40
2014, 5,23,  399.30,  397.40
2014, 5,24,  399.29,  397.41
2014, 5,25,  399.28,  397.41
2014, 5,26,  399.27,  397.42
2014, 5,27,  399.26,  397.42
2014, 5,28,  399.25,  397.43
2014, 5,29,  399.24,  397.43
2014, 5,30,  399.22,  397.44
2014, 5,31,  399.20,  397.44
2014, 6, 1,  399.19,  397.45
2014, 6, 2,  399.17,  397.45
2014, 6, 3,  399.14,  397.46
2014, 6, 4,  399.12,  397.46
2014, 6, 5,  399.09,  397.47
2014, 6, 6,  399.07,  397.47
2014, 6, 7,  399.04,  397.48
2014, 6, 8,  399.01,  397.48
2014, 6, 9,  398.98,  397.49
2014, 6,10,  398.94,  397.49
2014, 6,11,  398.91,  397.50
2014, 6,12,  398.87,  397.50
2014, 6,13,  398.83,  397.51
2014, 6,14,  398.79,  397.51
2014, 6,15,  398.75,  397.52
2014, 6,16,  398.70,  397.52
2014, 6,17,  398.66,  397.53
2014, 6,18,  398.61,  397.53
2014, 6,19,  398.56,  397.53
2014, 6,20,  398.51,  397.54
2014, 6,21,  398.45,  397.54
2014, 6,22,  398.40,  397.55
2014, 6,23,  398.34,  397.55
2014, 6,24,  398.29,  397.56
2014, 6,25,  398.23,  397.56
2014, 6,26,  398.17,  397.57
2014, 6,27,  398.10,  397.57
2014, 6,28,  398.04,  397.58
2014, 6,29,  397.97,  397.58
2014, 6,30,  397.91,  397.59
2014, 7, 1,  397.84,  397.59
2014, 7, 2,  397.77,  397.60
2014, 7, 3,  397.70,  397.60
2014, 7, 4,  397.63,  397.61
2014, 7, 5,  397.55,  397.61
2014, 7, 6,  397.48,  397.62
2014, 7, 7,  397.41,  397.62
2014, 7, 8,  397.33,  397.63
2014, 7, 9,  397.25,  397.63
2014, 7,10,  397.18,  397.64
2014, 7,11,  397.10,  397.64
2014, 7,12,  397.02,  397.65
2014, 7,13,  396.94,  397.65
2014, 7,14,  396.86,  397.66
2014, 7,15,  396.78,  397.66
2014, 7,16,  396.70,  397.67
2014, 7,17,  396.62,  397.67
2014, 7,18,  396.54,  397.68
2014, 7,19,  396.46,  397.68
2014, 7,20,  396.38,  397.69
2014, 7,21,  396.29,  397.69
2014, 7,22,  396.21,  397.70
2014, 7,23,  396.13,  397.70
2014, 7,24,  396.05,  397.71
2014, 7,25,  395.97,  397.71
2014, 7,26,  395.89,  397.72
2014, 7,27,  395.82,  397.72
2014, 7,28,  395.74,  397.73
2014, 7,29,  395.66,  397.73
2014, 7,30,  395.59,  397.74
2014, 7,31,  395.51,  397.74
2014, 8, 1,  395.44,  397.75
2014, 8, 2,  395.36,  397.75
2014, 8, 3,  395.29,  397.76
2014, 8, 4,  395.22,  397.76
2014, 8, 5,  395.15,  397.77
2014, 8, 6,  395.09,  397.77
2014, 8, 7,  395.02,  397.78
2014, 8, 8,  394.96,  397.78
2014, 8, 9,  394.90,  397.79
2014, 8,10,  394.84,  397.79
2014, 8,11,  394.78,  397.80
2014, 8,12,  394.72,  397.80
2014, 8,13,  394.67,  397.81
2014, 8,14,  394.62,  397.81
2014, 8,15,  394.57,  397.82
2014, 8,16,  394.52,  397.82
2014, 8,17,  394.47,  397.83
2014, 8,18,  394.43,  397.83
2014, 8,19,  394.39,  397.84
2014, 8,20,  394.35,  397.84
2014, 8,21,  394.31,  397.85
2014, 8,22,  394.28,  397.85
2014, 8,23,  394.25,  397.86
2014, 8,24,  394.22,  397.86
2014, 8,25,  394.19,  397.87
2014, 8,26,  394.17,  397.87
2014, 8,27,  394.15,  397.88
2014, 8,28,  394.13,  397.88
2014, 8,29,  394.12,  397.89
2014, 8,30,  394.10,  397.89
2014, 8,31,  394.09,  397.90
2014, 9, 1,  394.08,  397.90
2014, 9, 2,  394.08,  397.91
2014, 9, 3,  394.08,  397.91
2014, 9, 4,  394.08,  397.92
2014, 9, 5,  394.08,  397.92
2014, 9, 6,  394.08,  397.93
2014, 9, 7,  394.09,  397.94
2014, 9, 8,  394.10,  397.94
2014, 9, 9,  394.11,  397.95
2014, 9,10,  394.13,  397.95
2014, 9,11,  394.15,  397.96
2014, 9,12,  394.16,  397.96
2014, 9,13,  394.19,  397.97
2014, 9,14,  394.21,  397.97
2014, 9,15,  394.24,  397.98
2014, 9,16,  394.27,  397.98
2014, 9,17,  394.30,  397.99
2014, 9,18,  394.33,  397.99
2014, 9,19,  394.36,  398.00
2014, 9,20,  394.40,  398.00
2014, 9,21,  394.44,  398.01
2014, 9,22,  394.48,  398.01
2014, 9,23,  394.52,  398.02
2014, 9,24,  394.57,  398.02
2014, 9,25,  394.61,  398.03
2014, 9,26,  394.66,  398.03
2014, 9,27,  394.71,  398.04
2014, 9,28,  394.76,  398.04
2014, 9,29,  394.81,  398.05
2014, 9,30,  394.87,  398.05
2014,10, 1,  394.92,  398.06
2014,10, 2,  394.98,  398.06
2014,10, 3,  395.04,  398.07
2014,10, 4,  395.10,  398.07
2014,10, 5,  395.16,  398.08
2014,10, 6,  395.22,  398.08
2014,10, 7,  395.28,  398.09
2014,10, 8,  395.35,  398.09
2014,10, 9,  395.41,  398.10
2014,10,10,  395.48,  398.11
2014,10,11,  395.54,  398.11
2014,10,12,  395.61,  398.12
2014,10,13,  395.68,  398.12
2014,10,14,  395.75,  398.13
2014,10,15,  395.82,  398.13
2014,10,16,  395.89,  398.14
2014,10,17,  395.96,  398.14
2014,10,18,  396.03,  398.15
2014,10,19,  396.10,  398.15
2014,10,20,  396.18,  398.16
2014,10,21,  396.25,  398.16
2014,10,22,  396.32,  398.17
2014,10,23,  396.40,  398.17
2014,10,24,  396.47,  398.18
2014,10,25,  396.54,  398.18
2014,10,26,  396.62,  398.19
2014,10,27,  396.69,  398.19
2014,10,28,  396.76,  398.20
2014,10,29,  396.84,  398.20
2014,10,30,  396.91,  398.21
2014,10,31,  396.98,  398.22
2014,11, 1,  397.05,  398.22
2014,11, 2,  397.13,  398.23
2014,11, 3,  397.20,  398.23
2014,11, 4,  397.27,  398.24
2014,11, 5,  397.34,  398.24
2014,11, 6,  397.41,  398.25
2014,11, 7,  397.48,  398.25
2014,11, 8,  397.55,  398.26
2014,11, 9,  397.61,  398.26
2014,11,10,  397.68,  398.27
2014,11,11,  397.75,  398.27
2014,11,12,  397.81,  398.28
2014,11,13,  397.88,  398.28
2014,11,14,  397.94,  398.29
2014,11,15,  398.00,  398.30
2014,11,16,  398.06,  398.30
2014,11,17,  398.12,  398.31
2014,11,18,  398.18,  398.31
2014,11,19,  398.24,  398.32
2014,11,20,  398.29,  398.32
2014,11,21,  398.35,  398.33
2014,11,22,  398.40,  398.33
2014,11,23,  398.46,  398.34
2014,11,24,  398.51,  398.34
2014,11,25,  398.56,  398.35
2014,11,26,  398.61,  398.35
2014,11,27,  398.66,  398.36
2014,11,28,  398.70,  398.37
2014,11,29,  398.75,  398.37
2014,11,30,  398.79,  398.38
2014,12, 1,  398.83,  398.38
2014,12, 2,  398.87,  398.39
2014,12, 3,  398.92,  398.39
2014,12, 4,  398.95,  398.40
2014,12, 5,  398.99,  398.40
2014,12, 6,  399.03,  398.41
2014,12, 7,  399.06,  398.41
2014,12, 8,  399.10,  398.42
2014,12, 9,  399.13,  398.42
2014,12,10,  399.17,  398.43
2014,12,11,  399.20,  398.44
2014,12,12,  399.23,  398.44
2014,12,13,  399.26,  398.45
2014,12,14,  399.29,  398.45
2014,12,15,  399.31,  398.46
2014,12,16,  399.34,  398.46
2014,12,17,  399.37,  398.47
2014,12,18,  399.39,  398.47
2014,12,19,  399.42,  398.48
2014,12,20,  399.44,  398.49
2014,12,21,  399.47,  398.49
2014,12,22,  399.49,  398.50
2014,12,23,  399.52,  398.50
2014,12,24,  399.54,  398.51
2014,12,25,  399.56,  398.51
2014,12,26,  399.58,  398.52
2014,12,27,  399.61,  398.52
2014,12,28,  399.63,  398.53
2014,12,29,  399.65,  398.54
2014,12,30,  399.67,  398.54
2014,12,31,  399.69,  398.55
2015, 1, 1,  399.72,  398.55
2015, 1, 2,  399.74,  398.56
2015, 1, 3,  399.76,  398.56
2015, 1, 4,  399.78,  398.57
2015, 1, 5,  399.80,  398.57
2015, 1, 6,  399.83,  398.58
2015, 1, 7,  399.85,  398.59
2015, 1, 8,  399.87,  398.59
2015, 1, 9,  399.89,  398.60
2015, 1,10,  399.91,  398.60
2015, 1,11,  399.93,  398.61
2015, 1,12,  399.96,  398.61
2015, 1,13,  399.98,  398.62
2015, 1,14,  400.00,  398.63
2015, 1,15,  400.02,  398.63
2015, 1,16,  400.05,  398.64
2015, 1,17,  400.07,  398.64
2015, 1,18,  400.09,  398.65
2015, 1,19,  400.11,  398.65
2015, 1,20,  400.14,  398.66
2015, 1,21,  400.16,  398.67
2015, 1,22,  400.18,  398.67
2015, 1,23,  400.20,  398.68
2015, 1,24,  400.23,  398.68
2015, 1,25,  400.25,  398.69
2015, 1,26,  400.27,  398.69
2015, 1,27,  400.29,  398.70
2015, 1,28,  400.31,  398.71
2015, 1,29,  400.33,  398.71
2015, 1,30,  400.35,  398.72
2015, 1,31,  400.38,  398.72
2015, 2, 1,  400.40,  398.73
2015, 2, 2,  400.42,  398.73
2015, 2, 3,  400.44,  398.74
2015, 2, 4,  400.45,  398.75
2015, 2, 5,  400.47,  398.75
2015, 2, 6,  400.49,  398.76
2015, 2, 7,  400.51,  398.76
2015, 2, 8,  400.53,  398.77
2015, 2, 9,  400.54,  398.77
2015, 2,10,  400.56,  398.78
2015, 2,11,  400.58,  398.79
2015, 2,12,  400.59,  398.79
2015, 2,13,  400.61,  398.80
2015, 2,14,  400.62,  398.80
2015, 2,15,  400.64,  398.81
2015, 2,16,  400.65,  398.82
2015, 2,17,  400.66,  398.82
2015, 2,18,  400.67,  398.83
2015, 2,19,  400.69,  398.83
2015, 2,20,  400.70,  398.84
2015, 2,21,  400.71,  398.85
2015, 2,22,  400.72,  398.85
2015, 2,23,  400.73,  398.86
2015, 2,24,  400.74,  398.86
2015, 2,25,  400.75,  398.87
2015, 2,26,  400.76,  398.88
2015, 2,27,  400.77,  398.88
2015, 2,28,  400.78,  398.89
2015, 3, 1,  400.78,  398.89
2015, 3, 2,  400.79,  398.90
2015, 3, 3,  400.80,  398.91
2015, 3, 4,  400.81,  398.91
2015, 3, 5,  400.82,  398.92
2015, 3, 6,  400.82,  398.92
2015, 3, 7,  400.83,  398.93
2015, 3, 8,  400.84,  398.94
2015, 3, 9,  400.85,  398.94
2015, 3,10,  400.85,  398.95
2015, 3,11,  400.86,  398.95
2015, 3,12,  400.87,  398.96
2015, 3,13,  400.88,  398.97
2015, 3,14,  400.89,  398.97
2015, 3,15,  400.90,  398.98
2015, 3,16,  400.90,  398.98
2015, 3,17,  400.91,  398.99
2015, 3,18,  400.92,  399.00
2015, 3,19,  400.93,  399.00
2015, 3,20,  400.94,  399.01
2015, 3,21,  400.95,  399.02
2015, 3,22,  400.96,  399.02
2015, 3,23,  400.97,  399.03
2015, 3,24,  400.99,  399.03
2015, 3,25,  401.00,  399.04
2015, 3,26,  401.01,  399.05
2015, 3,27,  401.02,  399.05
2015, 3,28,  401.04,  399.06
2015, 3,29,  401.05,  399.07
2015, 3,30,  401.07,  399.07
2015, 3,31,  401.08,  399.08
2015, 4, 1,  401.10,  399.08
2015, 4, 2,  401.11,  399.09
2015, 4, 3,  401.13,  399.10
2015, 4, 4,  401.15,  399.10
2015, 4, 5,  401.16,  399.11
2015, 4, 6,  401.18,  399.12
2015, 4, 7,  401.20,  399.12
2015, 4, 8,  401.22,  399.13
2015, 4, 9,  401.24,  399.13
2015, 4,10,  401.25,  399.14
2015, 4,11,  401.27,  399.15
2015, 4,12,  401.29,  399.15
2015, 4,13,  401.31,  399.16
2015, 4,14,  401.33,  399.17
2015, 4,15,  401.35,  399.17
2015, 4,16,  401.37,  399.18
2015, 4,17,  401.39,  399.19
2015, 4,18,  401.41,  399.19
2015, 4,19,  401.43,  399.20
2015, 4,20,  401.44,  399.21
2015, 4,21,  401.46,  399.21
2015, 4,22,  401.48,  399.22
2015, 4,23,  401.50,  399.23
2015, 4,24,  401.51,  399.23
2015, 4,25,  401.53,  399.24
2015, 4,26,  401.55,  399.24
2015, 4,27,  401.56,  399.25
2015, 4,28,  401.58,  399.26
2015, 4,29,  401.59,  399.26
2015, 4,30,  401.60,  399.27
2015, 5, 1,  401.61,  399.28
2015, 5, 2,  401.62,  399.28
2015, 5, 3,  401.63,  399.29
2015, 5, 4,  401.64,  399.30
2015, 5, 5,  401.65,  399.30
2015, 5, 6,  401.65,  399.31
2015, 5, 7,  401.66,  399.32
2015, 5, 8,  401.66,  399.32
2015, 5, 9,  401.66,  399.33
2015, 5,10,  401.66,  399.34
2015, 5,11,  401.66,  399.34
2015, 5,12,  401.66,  399.35
2015, 5,13,  401.65,  399.36
2015, 5,14,  401.65,  399.36
2015, 5,15,  401.64,  399.37
2015, 5,16,  401.63,  399.38
2015, 5,17,  401.62,  399.39
2015, 5,18,  401.60,  399.39
2015, 5,19,  401.59,  399.40
2015, 5,20,  401.57,  399.41
2015, 5,21,  401.55,  399.41
2015, 5,22,  401.53,  399.42
2015, 5,23,  401.50,  399.43
2015, 5,24,  401.48,  399.43
2015, 5,25,  401.45,  399.44
2015, 5,26,  401.42,  399.45
2015, 5,27,  401.39,  399.45
2015, 5,28,  401.35,  399.46
2015, 5,29,  401.32,  399.47
2015, 5,30,  401.28,  399.47
2015, 5,31,  401.24,  399.48
2015, 6, 1,  401.19,  399.49
2015, 6, 2,  401.15,  399.50
2015, 6, 3,  401.10,  399.50
2015, 6, 4,  401.05,  399.51
2015, 6, 5,  401.00,  399.52
2015, 6, 6,  400.95,  399.52
2015, 6, 7,  400.90,  399.53
2015, 6, 8,  400.84,  399.54
2015, 6, 9,  400.78,  399.55
2015, 6,10,  400.72,  399.55
2015, 6,11,  400.66,  399.56
2015, 6,12,  400.60,  399.57
2015, 6,13,  400.53,  399.57
2015, 6,14,  400.47,  399.58
2015, 6,15,  400.40,  399.59
2015, 6,16,  400.33,  399.60
2015, 6,17,  400.26,  399.60
2015, 6,18,  400.19,  399.61
2015, 6,19,  400.12,  399.62
2015, 6,20,  400.04,  399.62
2015, 6,21,  399.97,  399.63
2015, 6,22,  399.89,  399.64
2015, 6,23,  399.82,  399.65
2015, 6,24,  399.74,  399.65
2015, 6,25,  399.66,  399.66
2015, 6,26,  399.59,  399.67
2015, 6,27,  399.51,  399.68
2015, 6,28,  399.43,  399.68
2015, 6,29,  399.35,  399.69
2015, 6,30,  399.27,  399.70
2015, 7, 1,  399.19,  399.70
2015, 7, 2,  399.11,  399.71
2015, 7, 3,  399.03,  399.72
2015, 7, 4,  398.95,  399.73
2015, 7, 5,  398.87,  399.73
2015, 7, 6,  398.80,  399.74
2015, 7, 7,  398.72,  399.75
2015, 7, 8,  398.64,  399.76
2015, 7, 9,  398.56,  399.76
2015, 7,10,  398.49,  399.77
2015, 7,11,  398.41,  399.78
2015, 7,12,  398.34,  399.79
2015, 7,13,  398.26,  399.79
2015, 7,14,  398.19,  399.80
2015, 7,15,  398.12,  399.81
2015, 7,16,  398.04,  399.82
2015, 7,17,  397.97,  399.83
2015, 7,18,  397.91,  399.83
2015, 7,19,  397.84,  399.84
2015, 7,20,  397.77,  399.85
2015, 7,21,  397.71,  399.86
2015, 7,22,  397.64,  399.86
2015, 7,23,  397.58,  399.87
2015, 7,24,  397.52,  399.88
2015, 7,25,  397.46,  399.89
2015, 7,26,  397.40,  399.89
2015, 7,27,  397.35,  399.90
2015, 7,28,  397.29,  399.91
2015, 7,29,  397.24,  399.92
2015, 7,30,  397.19,  399.93
2015, 7,31,  397.14,  399.93
2015, 8, 1,  397.09,  399.94
2015, 8, 2,  397.05,  399.95
2015, 8, 3,  397.00,  399.96
2015, 8, 4,  396.96,  399.96
2015, 8, 5,  396.92,  399.97
2015, 8, 6,  396.88,  399.98
2015, 8, 7,  396.85,  399.99
2015, 8, 8,  396.81,  400.00
2015, 8, 9,  396.78,  400.00
2015, 8,10,  396.75,  400.01
2015, 8,11,  396.72,  400.02
2015, 8,12,  396.69,  400.03
2015, 8,13,  396.67,  400.04
2015, 8,14,  396.64,  400.04
2015, 8,15,  396.62,  400.05
2015, 8,16,  396.60,  400.06
2015, 8,17,  396.58,  400.07
2015, 8,18,  396.57,  400.08
2015, 8,19,  396.55,  400.08
2015, 8,20,  396.54,  400.09
2015, 8,21,  396.53,  400.10
2015, 8,22,  396.52,  400.11
2015, 8,23,  396.51,  400.12
2015, 8,24,  396.51,  400.13
2015, 8,25,  396.50,  400.13
2015, 8,26,  396.50,  400.14
2015, 8,27,  396.50,  400.15
2015, 8,28,  396.50,  400.16
2015, 8,29,  396.51,  400.17
2015, 8,30,  396.51,  400.17
2015, 8,31,  396.52,  400.18
2015, 9, 1,  396.53,  400.19
2015, 9, 2,  396.53,  400.20
2015, 9, 3,  396.55,  400.21
2015, 9, 4,  396.56,  400.22
2015, 9, 5,  396.57,  400.22
2015, 9, 6,  396.59,  400.23
2015, 9, 7,  396.61,  400.24
2015, 9, 8,  396.63,  400.25
2015, 9, 9,  396.65,  400.26
2015, 9,10,  396.67,  400.27
2015, 9,11,  396.69,  400.28
2015, 9,12,  396.72,  400.28
2015, 9,13,  396.75,  400.29
2015, 9,14,  396.77,  400.30
2015, 9,15,  396.80,  400.31
2015, 9,16,  396.84,  400.32
2015, 9,17,  396.87,  400.33
2015, 9,18,  396.90,  400.33
2015, 9,19,  396.94,  400.34
2015, 9,20,  396.98,  400.35
2015, 9,21,  397.02,  400.36
2015, 9,22,  397.06,  400.37
2015, 9,23,  397.10,  400.38
2015, 9,24,  397.14,  400.39
2015, 9,25,  397.18,  400.39
2015, 9,26,  397.23,  400.40
2015, 9,27,  397.28,  400.41
2015, 9,28,  397.33,  400.42
2015, 9,29,  397.38,  400.43
2015, 9,30,  397.43,  400.44
2015,10, 1,  397.48,  400.45
2015,10, 2,  397.53,  400.46
2015,10, 3,  397.59,  400.46
2015,10, 4,  397.64,  400.47
2015,10, 5,  397.70,  400.48
2015,10, 6,  397.76,  400.49
2015,10, 7,  397.82,  400.50
2015,10, 8,  397.88,  400.51
2015,10, 9,  397.94,  400.52
2015,10,10,  398.00,  400.53
2015,10,11,  398.07,  400.53
2015,10,12,  398.13,  400.54
2015,10,13,  398.20,  400.55
2015,10,14,  398.27,  400.56
2015,10,15,  398.33,  400.57
2015,10,16,  398.40,  400.58
2015,10,17,  398.47,  400.59
2015,10,18,  398.54,  400.60
2015,10,19,  398.61,  400.61
2015,10,20,  398.68,  400.62
2015,10,21,  398.76,  400.62
2015,10,22,  398.83,  400.63
2015,10,23,  398.90,  400.64
2015,10,24,  398.98,  400.65
2015,10,25,  399.05,  400.66
2015,10,26,  399.12,  400.67
2015,10,27,  399.20,  400.68
2015,10,28,  399.27,  400.69
2015,10,29,  399.35,  400.70
2015,10,30,  399.42,  400.71
2015,10,31,  399.50,  400.71
2015,11, 1,  399.57,  400.72
2015,11, 2,  399.65,  400.73
2015,11, 3,  399.72,  400.74
2015,11, 4,  399.80,  400.75
2015,11, 5,  399.87,  400.76
2015,11, 6,  399.95,  400.77
2015,11, 7,  400.02,  400.78
2015,11, 8,  400.10,  400.79
2015,11, 9,  400.17,  400.80
2015,11,10,  400.24,  400.81
2015,11,11,  400.32,  400.82
2015,11,12,  400.39,  400.82
2015,11,13,  400.46,  400.83
2015,11,14,  400.53,  400.84
2015,11,15,  400.60,  400.85
2015,11,16,  400.67,  400.86
2015,11,17,  400.73,  400.87
2015,11,18,  400.80,  400.88
2015,11,19,  400.87,  400.89
2015,11,20,  400.93,  400.90
2015,11,21,  401.00,  400.91
2015,11,22,  401.06,  400.92
2015,11,23,  401.12,  400.93
2015,11,24,  401.18,  400.94
2015,11,25,  401.24,  400.95
2015,11,26,  401.30,  400.96
2015,11,27,  401.36,  400.96
2015,11,28,  401.42,  400.97
2015,11,29,  401.47,  400.98
2015,11,30,  401.52,  400.99
2015,12, 1,  401.58,  401.00
2015,12, 2,  401.63,  401.01
2015,12, 3,  401.68,  401.02
2015,12, 4,  401.73,  401.03
2015,12, 5,  401.77,  401.04
2015,12, 6,  401.82,  401.05
2015,12, 7,  401.86,  401.06
2015,12, 8,  401.91,  401.07
2015,12, 9,  401.95,  401.08
2015,12,10,  401.99,  401.09
2015,12,11,  402.03,  401.10
